CASTLE ROCK,,
2/25/2022,33,9
2/26/2022,36,13
2/27/2022,44,19
2/28/2022,65,31
3/1/2022,69,34
3/2/2022,75,37
3/3/2022,77,37
3/4/2022,78,40
3/5/2022,70,37
3/6/2022,40,23
3/7/2022,27,17
3/8/2022,34,16
3/9/2022,43,21
3/10/2022,22,-1
3/11/2022,30,5
3/12/2022,50,24
3/13/2022,62,34
3/14/2022,71,35
3/15/2022,57,37
3/16/2022,76,41
3/17/2022,57,M
3/18/2022,37,17
3/19/2022,55,26
3/20/2022,61,39
3/21/2022,69,35
3/22/2022,41,29
3/23/2022,44,25
3/24/2022,55,31
3/25/2022,68,43
3/26/2022,68,43
3/27/2022,81,43
3/28/2022,82,43
3/29/2022,81,49
3/30/2022,57,30
3/31/2022,53,29
4/1/2022,66,45
4/2/2022,62,36
4/3/2022,72,40
4/4/2022,58,42
4/5/2022,71,50
4/6/2022,68,33
4/7/2022,50,24
4/8/2022,54,27
4/9/2022,71,46
4/10/2022,79,41
4/11/2022,64,38
4/12/2022,69,50
4/13/2022,64,25
4/14/2022,51,23
4/15/2022,63,44
4/16/2022,70,36
4/17/2022,63,31
4/18/2022,73,32
4/19/2022,65,40
4/20/2022,88,45
4/21/2022,76,52
4/22/2022,79,57
4/23/2022,89,47
4/24/2022,62,32
4/25/2022,54,36
4/26/2022,63,40
4/27/2022,79,47
4/28/2022,77,43
4/29/2022,80,46
4/30/2022,71,38
5/1/2022,67,41
5/2/2022,71,39
5/3/2022,47,37
5/4/2022,70,44
5/5/2022,55,40
5/6/2022,75,50
5/7/2022,85,53
5/8/2022,92,52
5/9/2022,78,46
5/10/2022,84,42
5/11/2022,81,47
5/12/2022,91,52
5/13/2022,77,49
5/14/2022,81,43
5/15/2022,84,50
5/16/2022,84,57
5/17/2022,90,51
5/18/2022,88,53
5/19/2022,83,57
5/20/2022,91,40
5/21/2022,43,34
5/22/2022,47,36
5/23/2022,56,44
5/24/2022,62,46
5/25/2022,60,40
5/26/2022,75,45
5/27/2022,87,58
5/28/2022,92,53
5/29/2022,89,53
5/30/2022,82,47
5/31/2022,65,40
6/1/2022,65,40
6/2/2022,63,47
6/3/2022,75,55
6/4/2022,78,51
6/5/2022,86,61
6/6/2022,84,55
6/7/2022,84,57
6/8/2022,85,57
6/9/2022,82,62
6/10/2022,91,57
6/11/2022,93,62
6/12/2022,101,65
6/13/2022,98,68
6/14/2022,100,58
6/15/2022,91,50
6/16/2022,90,58
6/17/2022,96,66
6/18/2022,97,71
6/19/2022,93,68
6/20/2022,91,67
6/21/2022,92,55
6/22/2022,92,52
6/23/2022,88,60
6/24/2022,93,57
6/25/2022,90,54
6/26/2022,71,57
6/27/2022,73,57
6/28/2022,87,58
6/29/2022,95,63
6/30/2022,96,65
7/1/2022,86,59
7/2/2022,86,57
7/3/2022,91,69
7/4/2022,93,65
7/5/2022,95,60
7/6/2022,95,67
7/7/2022,87,61
7/8/2022,91,62
7/9/2022,97,69
7/10/2022,101,68
7/11/2022,102,64
7/12/2022,83,63
7/13/2022,96,65
7/14/2022,98,64
7/15/2022,99,69
7/16/2022,99,65
7/17/2022,94,63
7/18/2022,100,72
7/19/2022,100,72
7/20/2022,97,65
7/21/2022,94,62
7/22/2022,98,64
7/23/2022,97,70
7/24/2022,99,68
7/25/2022,87,63
7/26/2022,92,65
7/27/2022,88,65
7/28/2022,92,64
7/29/2022,79,64
7/30/2022,85,58
7/31/2022,92,64
8/1/2022,M,M
8/2/2022,M,M
8/3/2022,M,M
8/4/2022,M,M
8/5/2022,M,M
8/6/2022,M,M
8/7/2022,M,M
8/8/2022,M,M
8/9/2022,M,M
8/10/2022,M,M
8/11/2022,M,M
8/12/2022,M,M
8/13/2022,M,M
8/14/2022,M,M
8/15/2022,M,M
8/16/2022,M,M
8/17/2022,M,M
8/18/2022,M,M
8/19/2022,M,M
8/20/2022,M,M
8/21/2022,M,M
8/22/2022,M,M
8/23/2022,M,M
8/24/2022,M,M
8/25/2022,M,M
8/26/2022,M,M
8/27/2022,M,M
8/28/2022,M,M
8/29/2022,M,M
8/30/2022,M,M
8/31/2022,M,M
9/1/2022,88,53
9/2/2022,88,57
9/3/2022,89,56
9/4/2022,87,56
9/5/2022,90,57
9/6/2022,92,57
9/7/2022,94,57
9/8/2022,95,62
9/9/2022,95,50
9/10/2022,65,45
9/11/2022,50,39
9/12/2022,75,44
9/13/2022,83,44
9/14/2022,84,60
9/15/2022,79,48
9/16/2022,73,47
9/17/2022,80,46
9/18/2022,81,42
9/19/2022,86,49
9/20/2022,89,49
9/21/2022,88,57
9/22/2022,58,47
9/23/2022,66,44
9/24/2022,79,43
9/25/2022,79,41
9/26/2022,75,44
